qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
PlySs2	1307.691-FKKKDIIL_01856	97.551	245	6	0	1	245	1	245	5.80e-175	486
PlySs2	1307.5766-KNHNHABI_02079	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5630-EFLHPNAD_00837	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5605-CMIIFKNI_02117	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5322-CHKNFLHP_02021	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5299-OBFAPOAN_02211	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5045-BHCMOGCE_02086	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5044-LENEBAJH_02134	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5043-ABCNPPLK_02083	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5041-OFGGAHHK_02088	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5039-GCGGOLBH_02084	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5033-FPKHNACF_01944	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.5025-NCPBJEJC_01892	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.467-MGMCLLAC_00328	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4185-BNAKBMEB_01507	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4184-DGDIFDKD_01524	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4182-BDGGJJLH_00824	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4180-HKMLNCGF_01505	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4177-FKCAFING_01468	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4176-LLHONHHP_01374	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4153-PDLIGNDF_01626	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4151-ADLJHOPN_01448	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4149-JLCHLPMP_01450	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4148-MIDCAANH_01284	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4147-ICLGKFEJ_01431	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4144-KLDGBHMJ_01403	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4143-APLFLNHE_01403	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4141-JKNMIHCI_01402	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4139-JDMDCAOC_00047	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4137-OBGMLCHH_00047	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4136-DEEBHLCD_00047	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4135-CHNPMFCB_01466	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4134-FFIFHKBN_00047	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.2844-IPNNEGDG_00775	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.2775-DBOFBDLF_00227	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.2766-KDHFLAPJ_00227	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.2685-IBHFHLEL_02217	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.2684-NFGBOMFA_00227	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1214214.3-JOBBDAKI_01466	98.776	245	3	0	1	245	1	245	6.33e-175	485
PlySs2	1307.4981-KOEGCMIN_01933	97.551	245	6	0	1	245	1	245	2.50e-174	484
PlySs2	1307.4980-DGDBAMEM_01947	97.551	245	6	0	1	245	1	245	2.50e-174	484
PlySs2	1307.4979-IADMMNGI_01933	97.551	245	6	0	1	245	1	245	2.50e-174	484
PlySs2	1214179.4-DJODIJGM_01444	97.143	245	7	0	1	245	1	245	1.63e-173	482
PlySs2	1214179.3-DDKIGAAF_01882	97.143	245	7	0	1	245	1	245	1.63e-173	482
PlySs2	1323698.3-EPKGOKEP_00557	95.510	245	11	0	1	245	1	245	9.44e-171	475
PlySs2	1307.1988-JNFHOELE_01422	95.510	245	11	0	1	245	1	245	9.44e-171	475
PlySs2	1307.3909-GPIGDPAO_01492	94.286	245	14	0	1	245	1	245	2.25e-170	474
PlySs2	1307.5984-HKIPMFEP_00740	95.510	245	11	0	1	245	1	245	6.30e-170	473
PlySs2	1307.5983-GBACGHHO_00476	95.510	245	11	0	1	245	1	245	6.30e-170	473
PlySs2	1307.3928-DHBKCELM_01914	95.510	245	11	0	1	245	1	245	6.30e-170	473
PlySs2	1214170.3-CAOBKMAG_00864	95.510	245	11	0	1	245	1	245	6.30e-170	473
PlySs2	1307.3938-JOKOKKGM_01395	93.878	245	15	0	1	245	1	245	7.93e-170	473
PlySs2	1307.5562-EEDPNDPN_00760	94.694	245	13	0	1	245	1	245	1.29e-169	472
PlySs2	1307.3671-LFCOKBIA_00588	95.102	245	12	0	1	245	1	245	1.02e-168	470
PlySs2	1307.1835-KNMHPKFM_02064	94.286	245	14	0	1	245	1	245	1.12e-168	469
PlySs2	1214157.3-IHEFEJEG_01499	95.102	245	12	0	1	245	1	245	1.09e-167	467
PlySs2	1307.5745-ILCNLMJF_00015	91.837	245	20	0	1	245	1	245	8.22e-167	465
PlySs2	1307.983-EAHEDHAK_00203	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.971-LLEEHNLK_00207	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.965-KFMHNPNJ_00009	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.963-KBGGPKNA_00346	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.830-EJMABEBF_00374	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.790-ALMNMJAL_00370	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.785-LFCCHLDH_01732	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.759-IMIAMJBE_02282	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.675-FBBMEGMB_00277	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.644-JIMJOJHE_02128	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.616-DJOIDEIJ_01680	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.613-GKNBBGHM_00460	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.571-EGEPBDBG_01135	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.568-DMFBBMKN_00355	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.565-FAGMIGCO_00107	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.5606-EJCGNFFA_00283	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.5310-GGEFCIGB_00700	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4183-AEFLCMHD_00371	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4175-ENONNBOG_02171	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4170-ONDPODDD_00366	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4168-KKNOFELP_00416	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4167-BOPKKKND_00437	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4166-ACKMDNEN_00437	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4152-GABLEDBO_00916	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.4150-FHIFGFCG_00556	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.376-AHIGBJBO_02012	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.361-MCFILGIF_01045	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.309-BGMICONL_00871	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.3033-PANIDNOA_01272	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.296-AFCMKJPH_01928	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.215-EAMPNDMI_00590	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.1511-CGKOLPDE_00473	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.1489-DDBANJNE_01500	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.1473-OPEDKFIB_01823	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.1472-AACCJAOC_01570	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.1431-MCCGBELA_00411	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1214182.3-NEIAMENG_00621	91.837	245	20	0	1	245	1	245	1.25e-164	459
PlySs2	1307.5893-ICGGHOFJ_00703	91.837	245	20	0	1	245	1	245	1.59e-164	459
PlySs2	1307.2677-NJDBLPCI_01111	91.803	244	20	0	1	244	1	244	2.02e-164	459
PlySs2	1307.3442-BCANLFIM_00821	91.429	245	21	0	1	245	1	245	3.10e-164	458
PlySs2	1307.5605-CMIIFKNI_01098	91.429	245	21	0	1	245	1	245	3.39e-164	458
PlySs2	1307.5045-BHCMOGCE_02092	91.429	245	21	0	1	245	1	245	3.39e-164	458
PlySs2	1307.5044-LENEBAJH_02141	91.429	245	21	0	1	245	1	245	3.39e-164	458
PlySs2	1307.5043-ABCNPPLK_02089	91.429	245	21	0	1	245	1	245	3.39e-164	458
PlySs2	1307.5042-CBPCNAPF_02088	91.429	245	21	0	1	245	1	245	3.39e-164	458
PlySs2	1307.5041-OFGGAHHK_02094	91.429	245	21	0	1	245	1	245	3.39e-164	458
PlySs2	1307.5039-GCGGOLBH_02089	91.429	245	21	0	1	245	1	245	3.39e-164	458
PlySs2	1307.891-KHGCCICK_00204	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.842-CPHEAPBD_00144	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.809-IKMCPABN_00356	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.808-LCMLDPFL_00529	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.582-MDOBNNEH_02133	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.580-LLNBBNGG_02061	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.399-DDPMLDCO_02113	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.235-GKJEEEGG_02072	91.429	245	21	0	1	245	1	245	2.12e-163	456
PlySs2	1307.5745-ILCNLMJF_00560	91.429	245	21	0	1	245	1	245	2.34e-163	456
PlySs2	1307.2778-MDMBIKLO_01906	91.393	244	21	0	1	244	1	244	2.66e-163	456
PlySs2	1307.2683-NDLEBHGM_01858	91.393	244	21	0	1	244	1	244	2.66e-163	456
PlySs2	1307.2633-BGECNMDM_01906	91.393	244	21	0	1	244	1	244	2.66e-163	456
PlySs2	1214167.3-NKFCNPDB_00502	91.429	245	21	0	1	245	1	245	1.70e-162	454
PlySs2	1307.941-CDMGCKEG_01679	91.837	245	20	0	1	245	1	245	3.75e-162	453
PlySs2	1307.938-OAOCIAEB_01550	91.837	245	20	0	1	245	1	245	3.75e-162	453
PlySs2	1307.937-GJLMPDOL_01587	91.837	245	20	0	1	245	1	245	3.75e-162	453
PlySs2	1307.566-BABLBFBC_00596	91.837	245	20	0	1	245	1	245	3.75e-162	453
PlySs2	1307.435-GJPHKODE_00522	91.837	245	20	0	1	245	1	245	3.75e-162	453
PlySs2	1307.275-MKPLBJLB_01000	91.837	245	20	0	1	245	1	245	3.75e-162	453
PlySs2	1307.4198-HOHNNILC_01573	91.020	245	22	0	1	245	1	245	4.00e-162	453
PlySs2	1307.4196-GKDAABEK_01549	91.020	245	22	0	1	245	1	245	4.00e-162	453
PlySs2	1307.1512-KFFDNPJD_00659	91.020	245	22	0	1	245	1	245	4.00e-162	453
PlySs2	1307.1480-CBMHJCMO_00437	91.020	245	22	0	1	245	1	245	4.00e-162	453
PlySs2	1214207.3-HGOMNNLE_00767	91.020	245	22	0	1	245	1	245	1.37e-161	452
PlySs2	1214203.3-EEMGIADH_01270	91.020	245	22	0	1	245	1	245	1.37e-161	452
PlySs2	1307.5042-CBPCNAPF_02091	98.238	227	4	0	19	245	1	227	2.48e-161	450
PlySs2	1307.5088-GCJPEHAO_01578	90.204	245	24	0	1	245	1	245	2.42e-158	444
PlySs2	1307.1827-ABBGFNCD_01022	90.204	245	24	0	1	245	1	245	2.42e-158	444
PlySs2	1214171.3-AEKGBCCK_00921	90.204	245	24	0	1	245	1	245	2.42e-158	444
PlySs2	1307.5318-JOOPIHBH_00282	89.796	245	25	0	1	245	1	245	2.47e-158	444
PlySs2	1307.4886-JMCJIIKC_00845	89.796	245	25	0	1	245	1	245	2.47e-158	444
PlySs2	1214174.3-BOJMMCNJ_00780	88.980	245	27	0	1	245	1	245	8.83e-158	442
PlySs2	1307.711-OMMFDLCJ_00884	88.980	245	27	0	1	245	1	245	4.78e-157	440
PlySs2	1307.649-MKFLGPHB_01732	88.980	245	27	0	1	245	1	245	4.78e-157	440
PlySs2	1307.372-LJMBGDAN_00072	88.980	245	27	0	1	245	1	245	4.78e-157	440
PlySs2	1307.331-GKFKBNEP_01386	88.980	245	27	0	1	245	1	245	4.78e-157	440
PlySs2	1307.5318-JOOPIHBH_00415	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1307.3159-NANLHHIK_00855	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1307.3121-HIMOFODL_00002	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1307.1972-KIOEPDGB_01625	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1307.1946-DMDHCJPC_01102	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1307.1917-JAMJKGPI_01424	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1307.1841-FFBCEDPO_01523	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1307.1822-AMMJBLEG_01270	88.163	245	29	0	1	245	1	245	9.33e-156	437
PlySs2	1323704.3-BEAJKCEA_00707	87.149	249	28	2	1	245	1	249	2.65e-155	436
PlySs2	1307.5328-FMCIHBAG_02212	99.524	210	1	0	36	245	1	210	7.26e-150	421
PlySs2	1307.4877-AEOGPMPK_02245	99.524	210	1	0	36	245	1	210	7.26e-150	421
PlySs2	1307.3586-JCODDAHJ_02137	99.524	210	1	0	36	245	1	210	7.26e-150	421
PlySs2	1307.3584-EBHDKILO_02137	99.524	210	1	0	36	245	1	210	7.26e-150	421
PlySs2	1307.3569-HDJKJBIA_02138	99.524	210	1	0	36	245	1	210	7.26e-150	421
PlySs2	1307.3568-DJFLAHCF_02200	99.524	210	1	0	36	245	1	210	7.26e-150	421
PlySs2	1307.3597-ANIMBNEG_02199	98.095	210	4	0	36	245	1	210	5.12e-148	416
PlySs2	1307.3554-OPFMHJKL_02147	98.095	210	4	0	36	245	1	210	5.12e-148	416
PlySs2	1307.1906-HALLEEBL_01997	78.313	249	50	1	1	245	1	249	4.60e-139	395
PlySs2	1307.1905-JAFICJOL_00381	78.313	249	50	1	1	245	1	249	4.60e-139	395
PlySs2	1307.5326-OKHKOJEE_02095	96.212	132	5	0	114	245	1	132	2.00e-88	262
PlySs2	1307.3145-IDFJHOJB_01546	96.212	132	5	0	114	245	1	132	2.00e-88	262
PlySs2	1307.3131-LEBCJBEG_01062	96.212	132	5	0	114	245	1	132	2.00e-88	262
PlySs2	1307.249-CGMAMDCN_01680	96.212	132	5	0	114	245	1	132	2.00e-88	262
PlySs2	1214201.3-MDJKPHAN_00108	96.212	132	5	0	114	245	1	132	2.00e-88	262
PlySs2	1307.5326-OKHKOJEE_01951	98.148	108	2	0	1	108	1	108	5.49e-69	212
PlySs2	1307.3145-IDFJHOJB_01069	98.148	108	2	0	1	108	1	108	5.49e-69	212
PlySs2	1307.3131-LEBCJBEG_01247	98.148	108	2	0	1	108	1	108	5.49e-69	212
PlySs2	1214201.3-MDJKPHAN_00021	98.148	108	2	0	1	108	1	108	5.49e-69	212
PlySs2	1307.5319-BILBBAON_02150	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.5317-OIJLMDCO_02158	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.5095-BBDGIFPE_02151	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.5021-FNINGNJM_02161	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.4994-BDKFGFNF_02221	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.3594-ABKMCKHJ_02149	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.3164-HIGCEEHA_00490	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.3154-MJNEKCII_00319	100.000	76	0	0	170	245	1	76	1.54e-46	154
PlySs2	1307.5636-HIJEECAA_01792	37.970	266	132	8	1	245	1	254	4.37e-43	151
PlySs2	1307.1926-NJPMPAMH_01262	38.491	265	132	9	1	245	1	254	1.99e-42	149
PlySs2	1307.5635-JJCHAJHA_00890	38.491	265	132	8	1	245	1	254	5.24e-42	148
PlySs2	1307.2131-OPGJCAKF_00579	37.079	267	133	8	1	245	1	254	1.64e-40	144
PlySs2	1307.3499-NMOLJJJN_01507	35.955	267	116	10	1	245	1	234	9.45e-34	126
PlySs2	1307.5615-OLBCJNEN_01093	32.472	271	128	11	1	245	1	242	5.68e-22	96.3
PlySs2	1307.1962-IMIDEFCG_01361	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1960-CNEBDGHL_02239	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1959-KOECCHNF_00889	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1930-FFFGAAPP_02069	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1897-HKOJGODF_01144	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1891-EENPENII_01688	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1890-GGIMFNEE_00844	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1889-OLJGIDNN_00348	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1888-LFILCGOI_02285	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1885-DJGCPKHH_01159	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1838-JEDHAEHJ_00186	38.919	185	97	7	72	245	57	236	1.83e-20	92.0
PlySs2	1307.1932-HAJHNEHE_00652	34.314	204	110	6	57	245	49	243	1.87e-20	92.0
PlySs2	1307.1931-DFPAGIMG_01438	34.314	204	110	6	57	245	49	243	1.87e-20	92.0
PlySs2	1307.1929-FNGPIJIO_02043	34.314	204	110	6	57	245	49	243	1.87e-20	92.0
PlySs2	1307.1839-DPAMBPJP_00825	34.314	204	110	6	57	245	49	243	1.87e-20	92.0
PlySs2	1307.2779-OKBICMEB_00508	39.645	169	89	6	85	245	73	236	3.28e-20	91.3
PlySs2	1307.5324-IJPFMDBN_00973	39.645	169	89	6	85	245	73	236	4.34e-20	90.9
PlySs2	1307.2674-NGGNOAAJ_01241	39.645	169	89	6	85	245	73	236	4.86e-20	90.9
PlySs2	1307.1485-IGPHKMIA_01584	38.323	167	94	5	85	245	73	236	4.91e-20	90.9
PlySs2	1307.5046-INEGHCDL_01360	39.645	169	89	6	85	245	73	236	4.96e-20	90.9
PlySs2	1307.5026-NLBANLIK_01726	39.645	169	89	6	85	245	73	236	4.96e-20	90.9
PlySs2	1307.2772-CHMLDKLI_01353	39.645	169	89	6	85	245	73	236	4.96e-20	90.9
PlySs2	1214174.3-BOJMMCNJ_00667	39.645	169	89	6	85	245	73	236	4.96e-20	90.9
PlySs2	1307.6521-ABKGLNPM_01178	32.184	261	143	9	1	245	1	243	5.50e-20	90.9
PlySs2	1214183.3-KGHAKBAI_01741	32.184	261	143	9	1	245	1	243	5.50e-20	90.9
PlySs2	1307.4196-GKDAABEK_00692	38.323	167	94	5	85	245	73	236	6.30e-20	90.5
PlySs2	1307.1501-KBJLEIMO_01045	38.323	167	94	5	85	245	73	236	6.30e-20	90.5
PlySs2	1307.1474-DNMLDDMJ_01135	38.323	167	94	5	85	245	73	236	6.30e-20	90.5
PlySs2	1307.1439-DEHJAALN_00065	38.323	167	94	5	85	245	73	236	6.30e-20	90.5
PlySs2	1307.1402-DKIHKLKI_01410	38.323	167	94	5	85	245	73	236	6.30e-20	90.5
PlySs2	1307.3544-HEOCDCHG_01658	38.323	167	94	5	85	245	73	236	7.36e-20	90.5
PlySs2	1214198.3-KFAKPFMC_00432	38.323	167	94	5	85	245	73	236	7.36e-20	90.5
PlySs2	1307.3010-JPBFBFEC_00214	38.323	167	94	5	85	245	73	236	8.43e-20	90.1
PlySs2	1307.5569-IFEFFIFO_00329	38.596	171	88	7	85	245	73	236	1.26e-19	89.7
PlySs2	1307.5552-PLFGFDGO_01754	39.053	169	90	6	85	245	73	236	1.93e-19	89.4
PlySs2	1307.5551-EOPDLMIK_01754	39.053	169	90	6	85	245	73	236	1.93e-19	89.4
PlySs2	1307.5549-JOEAFJIH_01537	39.053	169	90	6	85	245	73	236	2.06e-19	89.4
PlySs2	1307.3423-ENKFEOBG_01138	39.053	169	90	6	85	245	73	236	2.06e-19	89.4
PlySs2	1307.5557-IDKOGEEA_01905	39.053	169	90	6	85	245	73	236	2.08e-19	89.4
PlySs2	1307.5555-MHCIFGEP_01906	39.053	169	90	6	85	245	73	236	2.08e-19	89.4
PlySs2	1307.1969-BEPDFGFL_00194	39.053	169	90	6	85	245	73	236	2.61e-19	89.0
PlySs2	1307.1967-MOALFLJC_00296	39.053	169	90	6	85	245	73	236	2.61e-19	89.0
PlySs2	1307.1966-LHLCCNAM_01316	39.053	169	90	6	85	245	73	236	2.61e-19	89.0
